title;phones;city;address;instagram;whatsapp;e-mails;url
UNISON;+7‒701‒834‒41‒44,+7‒707‒897‒65‒71;almaty;проспект Райымбека, 496а;;https://api.whatsapp.com/send/?phone=77078976571&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/97/firm/70000001031341672/76.84283%2C43.247302
IRGELI;+7‒775‒242‒05‒55,+7‒700‒161‒17‒46;almaty;улица Исагулова, 166;https://www.instagram.com/irgeli.kafesi/;https://api.whatsapp.com/send/?phone=77001611746&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/97/firm/70000001038811443/76.763814%2C43.229361
СӘЛЕМ;+7‒775‒351‒68‒88,+7‒747‒427‒62‒74,+7‒776‒200‒21‒24;almaty;улица Барыс, 102;https://www.instagram.com/salem_burundai/;https://api.whatsapp.com/send/?phone=77753516888&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/97/firm/70000001043815355/76.8479%2C43.340693
SHYNGYSTAY;+7‒707‒177‒90‒02;almaty;проспект Алтынсарина, 26;https://www.instagram.com/shyngystay_kafesi/;https://api.whatsapp.com/send/?phone=77071779002&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/98/firm/70000001061590442/76.871858%2C43.220405
МУСТАНГ;+7 (727) 389‒61‒14,+7‒747‒925‒78‒79;almaty;улица Аэродромная, 2г;;https://api.whatsapp.com/send/?phone=77479257879&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/98/firm/9429940001024850/76.876692%2C43.353685
ГРУЗИНСКИЙ ДВОРИК;+7‒707‒101‒50‒09;almaty;улица Аскарова, 3а;https://www.instagram.com/gruzinsky_dvorik/;https://api.whatsapp.com/send/?phone=77071015009&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/98/firm/70000001064899403/76.86392%2C43.195303
MEDUZA;+7‒707‒505‒05‒94;almaty;улица Утеген батыра, 90;https://www.instagram.com/meduza_sushi_almaty/;https://api.whatsapp.com/send/?phone=77075050594&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/98/firm/70000001048096642/76.859563%2C43.239692
ГУЛСАРАЙ;;almaty;Айнабулак 2 микрорайон, 65г/1;https://www.instagram.com/gulsarai.lagmanhana/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/98/firm/70000001061960729/76.914406%2C43.320927
SILVER SPOON;+7‒777‒044‒60‒20;almaty;улица Шевченко, 154;https://www.instagram.com/silver.sp00n/;https://api.whatsapp.com/send/?phone=77770446020&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/98/firm/70000001062864000/76.916724%2C43.244012
ОГНИ АЛАТАУ;+7‒777‒166‒28‒28,+7‒701‒711‒85‒65;almaty;улица Ашимова, 239;https://www.instagram.com/ogni_alatau/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/98/firm/9429940000980978/76.819948%2C43.201732
ТУРАШ;+7‒701‒742‒95‒33;almaty;улица Яссауи, 81;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/98/firm/70000001023473058/76.830632%2C43.220877
COFFEE HOUSE GRAIN;+7‒708‒110‒77‒70;almaty;улица Курмангазы, 97;https://www.instagram.com/grain_coffeehouse/;https://api.whatsapp.com/send/?phone=77081107770&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/98/firm/70000001047242662/76.931271%2C43.243817
CITY;+7‒702‒922‒75‒28,+7‒708‒972‒60‒22;almaty;улица Сауранбаева, 1;;https://api.whatsapp.com/send/?phone=77089726022&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/98/firm/70000001051352147/76.857486%2C43.20643
SWEETS THE ART OF CAKE;+7‒776‒776‒67‒77,+7 (727) 237‒80‒35;almaty;улица Шевченко, 7;https://www.instagram.com/sweets_almaty_kz/;https://api.whatsapp.com/send/?phone=77767766777&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/98/firm/70000001021197401/76.957551%2C43.247327
PIZZA СУШИ;;almaty;улица Гоголя, 1/7;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/98/firm/70000001063376634/76.970137%2C43.263614
МЯСОРУБКА;+7‒707‒815‒77‒08;almaty;улица Утегенова, 15Б;https://www.instagram.com/myaso.rubka.almaty/;https://api.whatsapp.com/send/?phone=77078157708&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/99/firm/70000001061245620/76.897444%2C43.178291
DIYAR;+7‒708‒158‒24‒07;almaty;улица Серпер, 7а;https://www.instagram.com/diyar.kafe/;https://api.whatsapp.com/send/?phone=77081582407&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/99/firm/70000001061274234/76.965389%2C43.277615
JAI HO;+7‒700‒305‒03‒05;almaty;улица Ади Шарипова, 118-120;https://www.instagram.com/jaiho_kz/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/99/firm/70000001060019073/76.923868%2C43.242702
ТИМ;+7‒707‒717‒14‒70,+7‒747‒979‒52‒00;almaty;улица Наурызбай батыра, 1/2;https://www.instagram.com/kafe_tim/;https://api.whatsapp.com/send/?phone=77479795200&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/99/firm/70000001047846048/77.041159%2C43.299022
YELLO COFFEE & PASTRY;+7‒777‒741‒41‒77;almaty;улица Байтурсынова, 147;https://www.instagram.com/yello.coffeeshop/;https://api.whatsapp.com/send/?phone=77777414177&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/99/firm/70000001051065373/76.931588%2C43.233324
LA TARTINE;;almaty;проспект Сейфуллина, 483;https://www.instagram.com/latartinebakery/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/99/firm/70000001060462836/76.930108%2C43.264274
FRESH UP;+7‒701‒218‒89‒91;almaty;бульвар Бухар жырау, 35;https://www.instagram.com/freshup_kz/;https://api.whatsapp.com/send/?phone=77012188991&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/99/firm/70000001065036226/76.921036%2C43.233291
БАКАНАС;+7‒778‒652‒53‒23;almaty;улица Кожамкулова, 22;;https://api.whatsapp.com/send/?phone=77786525323&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/99/firm/70000001063250715/76.915637%2C43.265897
У СУЛТАНА;+7‒747‒864‒88‒88;almaty;улица Жансугурова, 569;https://www.instagram.com/u.sultana_/;https://api.whatsapp.com/send/?phone=77022305154&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/99/firm/9429940000962126/76.931879%2C43.325733
KAFFEINE MAISON;+7‒701‒726‒05‒20;almaty;улица Курмангазы, 83;;https://api.whatsapp.com/send/?phone=77017260520&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/99/firm/70000001063305989/76.93498%2C43.244067
BAI-FOOD;+7‒700‒222‒41‒43;almaty;микрорайон Аксай 1, 11/9;https://www.instagram.com/papi_rolls/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/99/firm/70000001057840061/76.832886%2C43.242425
COFFEE SNACK;+7‒708‒533‒36‒26,+7‒707‒724‒29‒95;almaty;улица Наурызбай батыра, 66;https://www.instagram.com/coffee_snack_/;https://api.whatsapp.com/send/?phone=77085333626&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/99/firm/70000001048529038/76.936469%2C43.257837
ZEBRA COFFEE;+7‒706‒406‒86‒40,+7‒701‒077‒00‒75;almaty;улица Сатпаева, 90/21;https://www.instagram.com/zebracoffee.almaty/;https://api.whatsapp.com/send/?phone=77064068640&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/100/firm/70000001050147945/76.875636%2C43.232158
SULTAN AHMET;+7‒705‒571‒88‒01,+7‒707‒164‒41‒47;almaty;улица Жумабаева, 31;;https://api.whatsapp.com/send/?phone=77071644147&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/100/firm/70000001041072833/76.938033%2C43.317116
ЭЙФОРИЯ;+7‒707‒177‒56‒33;almaty;микрорайон Жетысу-1, 16/3;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/100/firm/70000001053559909/76.836614%2C43.224432
БАДЬЯН;+7‒701‒414‒88‒22;almaty;проспект Абылай хана, 46;https://www.instagram.com/fiterini/;https://api.whatsapp.com/send/?phone=77010162111&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;aziznabiev009@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/100/firm/70000001065261805/76.94063%2C43.264008
КИШ МИШ;+7‒778‒206‒68‒26;almaty;улица Тынышбаева, 22;https://www.instagram.com/kish_mish_almaty/;https://api.whatsapp.com/send/?phone=77782066826&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/100/firm/70000001061241593/76.943747%2C43.339943
DARHAN;+7‒777‒731‒68‒66,+7‒777‒289‒55‒27;almaty;улица Сухамбаева, 23;;https://api.whatsapp.com/send/?phone=77772895527&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/100/firm/70000001060698522/76.818277%2C43.242636
БАРАКАТ;+7‒708‒406‒22‒49;almaty;улица Жибек Жолы, 1а/2;https://www.instagram.com/lagmanhana.barakat/;https://api.whatsapp.com/send/?phone=77084062249&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/100/firm/70000001028637909/77.067%2C43.303264
COFFEEDELIA;+7‒707‒413‒14‒41;almaty;улица Жолдасбекова, 97;;https://api.whatsapp.com/send/?phone=77074131441&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/100/firm/70000001046134640/76.954136%2C43.233726
ШИРИН;+7‒747‒102‒36‒71;almaty;улица Рыскулбекова, 31;https://www.instagram.com/cafe.shirin_/;https://api.whatsapp.com/send/?phone=77471023671&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/100/firm/70000001061619642/76.877485%2C43.206672
ИСКАНДЕР;+7‒778‒149‒11‒38;almaty;улица Искендерова, 31-33;https://www.instagram.com/iskander__kafe/;https://api.whatsapp.com/send/?phone=77781491138&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/100/firm/9429940001240103/76.951941%2C43.216911
SOPHIE PATISSERIE;+7‒701‒718‒20‒49;almaty;улица Панфилова, 92;https://www.instagram.com/sophie_patisserie.kz/;https://api.whatsapp.com/send/?phone=77017182049&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/100/firm/70000001056722395/76.944677%2C43.258856
MONDO COFFEE;+7‒747‒674‒28‒01;almaty;улица Торайгырова, 21/1;https://www.instagram.com/mondo_coffee_almaty/;https://api.whatsapp.com/send/?phone=77476742801&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/100/firm/70000001061332132/76.874206%2C43.202765
TEZ COFFEE;+7‒777‒005‒63‒96;almaty;проспект Достык, 109;;https://api.whatsapp.com/send/?phone=77770056396&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/101/firm/70000001059500750/76.962258%2C43.223559
РОЗА;+7‒705‒287‒83‒97;almaty;проспект Райымбека, 548/2;;https://api.whatsapp.com/send/?phone=77052878397&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/101/firm/70000001035559557/76.795235%2C43.232448
ШЫНГЫС;+7‒777‒156‒87‒45;almaty;улица Жана Гасыр, 2/3;https://www.instagram.com/kafe_shyngys/;https://api.whatsapp.com/send/?phone=77771568745&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/101/firm/9429940001694747/76.841455%2C43.278372
ISYRNE;;almaty;улица Казыбек би, 117/1а;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/101/firm/70000001041063425/76.927594%2C43.255663
ВИЗАВИ;+7‒701‒319‒36‒76,+7‒701‒498‒81‒61;almaty;улица Казыбек Тауасарулы, 88;https://www.instagram.com/kafevizavi/;https://api.whatsapp.com/send/?phone=77014988161&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/101/firm/70000001032105068/76.897943%2C43.173368
